ProjectID,Date,Origin,Destination,Modo,0000_0059,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359
42,2019-11-20,101:205,121:165,bus,,,,,,,,,,,,,,,10.0,,,,,,,
42,2019-11-20,101:205,129:141,bus,,,,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-20,101:205,154:132,bus,,,,,,,,,,,,10.0,,,,,,,,,,
42,2019-11-20,101:205,87:104,bus,,,,,,,,,,,,,,,,,,,11.0,,,
42,2019-11-20,101:205,87:104,private_transport,,,,,,,,,,,,,,,,,,,10.0,,,
42,2019-11-20,102:204,119:151,bus,,,,,,,,,,,,,,,,,,,,,,11.0
42,2019-11-20,103:203,103:203,bus,,,,,,,,,,,,,,,,,,,,35.0,,
42,2019-11-20,103:203,103:203,private_transport,,,,,,,,,,,,,,,,,,,,22.0,,
42,2019-11-20,103:203,131:139,bus,,,,,,,,,,,,,,,,,,,,26.0,,
42,2019-11-20,103:203,131:139,private_transport,,,,,,,,,,,,,,,,,,,,20.0,,
42,2019-11-20,103:203,45:319,bus,,,,,,,,,,,,,,,11.0,,,,,,,
42,2019-11-20,103:203,58:303,bus,,,,,,,,,,,,,,,,,,,,20.0,,
42,2019-11-20,103:203,58:303,private_transport,,,,,,,,,,,,,,,,,,,,15.0,,
42,2019-11-20,104:202,121:165,bus,,,,,,,,,,21.0,,,,,,,,,,,,
42,2019-11-20,104:202,121:165,private_transport,,,,,,,,,,17.0,,,,,,,,,,,,
42,2019-11-20,104:202,139:147,private_transport,,,,,,,,,,,,,,,16.0,,,,,,,
42,2019-11-20,104:202,141:145,private_transport,,,,,,,,,,,,,,,31.0,,,,,,,
42,2019-11-20,104:202,86:105,bus,,,,,,,,,,14.0,,,,,,,,,,,,
42,2019-11-20,104:202,86:105,private_transport,,,,,,,,,,12.0,,,,,,,,,,,,
42,2019-11-20,108:170,121:165,bus,,,,,,,,,,,,,,,18.0,,,,,,,
42,2019-11-20,108:170,129:141,private_transport,,,,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-20,108:170,154:132,bus,,,,,,,,,,,,34.0,,,,,,,,,,
42,2019-11-20,108:170,154:132,private_transport,,,,,,,,,,,,12.0,,,,,,,,,,
42,2019-11-20,108:170,141:145,bus,,,,,,,12.0,,,12.0,,,,,,,,,,,,
42,2019-11-20,108:170,141:145,private_transport,,,,,,,14.0,,,,,,15.0,,,,,,,,,
42,2019-11-20,108:170,126:160,bus,,,,,,,,23.0,,,,,,,,,,,,,,
42,2019-11-20,108:170,140:146,bus,,,,,,,,,,19.0,,,,,,,,,,,,
42,2019-11-20,108:170,140:146,private_transport,,,,,,,,,,17.0,,,11.0,,,,,,,,,
42,2019-11-20,108:170,152:134,bus,,,,,,,,,,,,,,,,,28.0,,,,,
