ProjectID,Date,Origin,Destination,Modo,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
40,2019-11-21,100:206,100:206,bus,,,,,,,18.0,,,,,,,,,,,,,
40,2019-11-21,100:206,100:206,private_transport,,,,,,,12.0,,,,,,,,,,,,,
40,2019-11-21,100:206,107:207,bus,,,,,13.0,,,,,,,,,,,,,,,
40,2019-11-21,100:206,109:169,bus,,,,,,,,,,11.0,,,,,,,,,,
40,2019-11-21,100:206,109:169,private_transport,,,,,10.0,,,,,,,,,,,,,,,
40,2019-11-21,100:206,123:163,bus,,,,,,,,,,17.0,,,,,,,,,,
40,2019-11-21,100:206,123:163,private_transport,,,,,,,,,,12.0,,,,,,,,,,
40,2019-11-21,100:206,130:140,bus,,,,,,,,,,,,,,11.0,,,,,,
40,2019-11-21,100:206,130:140,private_transport,,,,,,,,,,,,,,10.0,,,,,,
40,2019-11-21,100:206,143:143,bus,,,,,,,,,,,,,,,,11.0,,,,
40,2019-11-21,100:206,154:132,bus,,,,,,,,,,,,,,12.0,,,,,,
40,2019-11-21,100:206,64:306,private_transport,,,,,36.0,,,,,,,,,,,,,,,
40,2019-11-21,100:206,93:114,bus,,,,,,,,,,15.0,,,,,,,,,,
40,2019-11-21,100:206,93:114,private_transport,,,,,,,,,,12.0,,,,,,,,,,
40,2019-11-21,100:206,97:102,bus,,,,,,,,,,,,,,,,,,10.0,,
40,2019-11-21,101:205,109:169,bus,,,,,,,,,,,,11.0,,,,,,,,
40,2019-11-21,101:205,129:141,bus,,,,,,,,,,,,,,,,,17.0,,,
40,2019-11-21,101:205,155:131,bus,,,,,10.0,,,,,,,,,,,,,,,
40,2019-11-21,101:205,159:127,bus,,,,,,,,,,,,,,,,,,,16.0,
40,2019-11-21,101:205,83:108,bus,,,,,,,,,,,,,,,,,,,13.0,
40,2019-11-21,101:205,83:108,private_transport,,,,,,,,,,,,,,,,,,,10.0,
40,2019-11-21,101:205,85:106,private_transport,,,,,,,,,,,,,,12.0,,,,,,
